,observed data from cwc,,,,simulations from SWAT hydrological model,,,,,,,
date,storage,reservoir level,observed inflow,observed outflow,simulated inflow,simulated outflow,precipitation,simulated evapotranspiration,simulated storage,precipitation,Evapotranspiration,Soil Moisture
 (mm/dd/yyyy),TMC,ft,cumecs,cumecs,cumecs,cumecs,cubic meter,cubic meter,TMC,mm/day,mm/day,mm/day
9/17/2011,48.03,123.78,436.75104,395.12064,871.1,872.2,100600,4674,22.3153379,1.972172512,0.116,130
9/18/2011,48.27,123.95,279.06528,197.1072,788.1,591.1,105600,12710,22.9192187,2.069540102,0.295,128
9/19/2011,48.34,124,225.34224,197.13552,836.2,841.9,576800,84870,22.9192187,11.15515602,1.79,130
9/20/2011,48.41,124.05,225.852,197.13552,774.6,776.3,206000,63930,22.9192187,3.997668874,1.41,128
9/21/2011,48.46,124.09,221.3208,197.13552,729.2,730,149400,78530,22.9192187,2.920364757,1.92,127
9/22/2011,48.38,124.03,175.584,197.13552,701.2,701.6,92710,56470,22.9192187,1.808108662,1.21,125
9/23/2011,48.24,123.93,157.884,197.13552,684.9,684.3,51500,98560,22.9192187,0.999837703,1.32,124
9/24/2011,48.06,123.8,144.68688,197.1072,674.2,673.4,5150,75730,22.9192187,0.137411892,0.103,123
9/25/2011,47.86,123.65,135.70944,197.1072,646.4,644.8,0,139000,22.9192187,0,0.189,123
9/26/2011,47.63,123.48,126.36384,196.71072,640,638,0,83720,22.92275017,0,0.102,123
9/27/2011,47.32,123.26,102.8016,195.52128,630.3,628.8,5151,46990,22.92628164,0.137411892,0.0429,123
9/28/2011,46.97,123,85.69632,195.18144,623.6,623,5152,54320,22.92628164,0.068705946,0.0492,123
9/29/2011,46.55,122.69,63.8616,194.07696,603.6,601.4,0,101600,22.92628164,0,0,123
9/30/2011,46.18,122.41,76.63392,193.7088,612.5,610.2,0,108900,22.9298131,0,0,123
10/1/2011,45.81,122.13,75.55776,192.4344,613.5,615.3,242200,4770,22.93334457,4.731448002,0.0899,126
10/2/2011,45.7,122.05,164.56752,192.60432,609.4,611.4,231900,53990,22.93334457,4.487271547,0.962,127
10/3/2011,45.71,122.06,204.01728,192.60432,599.3,599.9,103100,48920,22.93334457,2.021057199,1.26,126
10/4/2011,45.63,122,173.00688,192.2928,536.6,534.3,0,192300,22.93334457,0.033523661,0.267,124
10/5/2011,45.44,121.85,133.75536,191.32992,556.9,554,0,161400,22.93687604,0,0.225,124
10/6/2011,45.15,121.63,103.67952,191.27328,578.9,576.9,0,166400,22.93687604,0,0.232,123
10/7/2011,44.86,121.41,101.30064,188.86608,574.8,571.4,5154,46870,22.94747044,0.110337175,0.044,123
10/8/2011,44.57,121.19,98.32704,185.86416,564.7,561.2,25780,67660,22.95453337,0.478916847,0.0621,123
10/9/2011,44.29,120.97,102.54672,189.82896,553.5,559,201200,71760,22.94393897,3.892075062,1.58,124
10/10/2011,44.26,120.95,187.22352,188.97936,560.2,562,309300,69520,22.94747044,5.968335102,1.57,126
10/11/2011,44.32,121,216.61968,188.97936,620.7,626.2,551700,74890,22.94747044,10.68264896,1.62,129
10/12/2011,44.83,121.39,363.94032,189.82896,628.8,634.2,433100,52050,22.94393897,8.445481479,1.25,130
10/13/2011,45.63,122,459.46368,191.0184,715.7,725.3,711400,53990,22.93687604,13.75450038,1.29,132
10/14/2011,46.09,122.34,348.36432,192.2928,632.6,636.4,278300,43300,22.93334457,5.35663671,1.05,131
10/15/2011,46.37,122.55,292.06416,192.97248,724.6,732.2,695700,39230,22.93334457,13.51146228,0.963,132
10/16/2011,46.7,122.8,310.6704,194.04864,651.8,657.1,314400,26950,22.92628164,6.067182615,0.416,132
10/17/2011,46.97,123,288.80736,194.10528,601.4,600.5,5152,80710,22.92628164,0.145378303,1.73,127
10/18/2011,47.07,123.07,233.66832,195.18144,570.1,571.4,87590,60590,22.92628164,1.734723998,1.05,126
10/19/2011,47,123.02,180.28512,195.52128,551.9,551.2,5152,69650,22.92628164,0.076206725,0.184,124
10/20/2011,46.86,122.92,157.43088,194.44512,539.5,536.8,0,150900,22.92628164,0,0.217,124
10/21/2011,46.84,122.9,192.2928,194.04864,533.8,535.5,175200,28620,22.92628164,3.427524877,0.739,125
10/22/2011,46.92,122.96,227.38128,194.07696,516.8,517.6,123700,54890,22.92628164,2.429758234,1.39,125
10/23/2011,46.85,122.91,179.18064,194.07696,492.5,490.8,0,147100,22.92628164,0,0.213,124
10/24/2011,46.88,122.93,209.8512,194.07696,871.3,885.6,1293000,59820,22.92628164,25.08336022,1.42,130
10/25/2011,47.31,123.25,344.20128,194.47344,720.1,725.1,489500,54300,22.92628164,9.536039929,1.31,131
10/26/2011,47.83,123.63,372.35136,195.01152,729.1,736.3,571900,37910,22.92628164,11.12457751,0.816,132
10/27/2011,48.13,123.85,301.15488,195.49296,630.9,631.1,66970,56110,22.92628164,1.271043677,1.51,128
10/28/2011,48.24,123.93,238.65264,195.6912,729.8,737.4,741800,86540,22.92628164,14.44682149,1.92,130
10/29/2011,48.19,123.89,184.90128,195.6912,626.9,627.2,118500,93230,22.92628164,2.299793294,2.35,127
10/30/2011,48.08,123.81,168.41904,197.1072,630.5,637.3,468800,50070,22.9192187,9.073916197,1.26,129
10/31/2011,47.99,123.75,177.39648,197.1072,578.3,578.6,72110,49110,22.9192187,1.385408033,1.13,127
11/1/2011,47.93,123.7,181.87104,197.1072,546.4,547,61800,11700,22.9192187,1.155815421,0.223,126
11/2/2011,47.86,123.65,180.51168,197.1072,584.4,589.5,499600,58270,22.9192187,9.70368431,1.24,129
11/3/2011,48.2,123.9,305.74272,187.98816,622.6,618.7,582000,55630,22.94747044,11.34150159,1.42,130
11/4/2011,49.35,124.73,576.56688,191.98128,685.6,697.4,675500,4986,22.93687604,13.10704007,0.0803,133
11/5/2011,49.23,124.64,508.17408,543.40416,604.1,959.6,340200,31920,21.86331017,6.561539466,0.627,132
11/6/2011,49.35,124.73,330.23952,283.14336,571.7,314.1,266600,56870,22.6543587,5.356278211,1.15,131
11/7/2011,49.42,124.78,247.14864,218.3472,641.5,582.4,591300,79980,22.8556523,11.58529903,2.14,131
11/8/2011,49.45,124.8,188.41296,173.34672,574.9,529,5137,79310,22.9933795,0.062506512,0.168,127
11/9/2011,49.45,124.8,256.63584,250.74528,540.5,615.7,0,152700,22.75677124,0,0.227,125
11/10/2011,49.38,124.75,242.136,259.128,522.3,529.8,0,130500,22.7285195,0,0.196,124
11/11/2011,49.19,124.61,139.0512,197.19216,510.3,446.6,0,146700,22.9192187,0,0.221,123
11/12/2011,48.96,124.45,129.90384,197.19216,499.9,498.3,0,136900,22.9192187,0,0.205,123
11/13/2011,48.74,124.29,129.87552,197.16384,493.1,491.6,0,137600,22.9192187,0,0.139,123
11/14/2011,48.52,124.13,129.87552,197.16384,485.2,483.5,0,143100,22.9192187,0,0.0813,122
11/15/2011,48.29,123.97,130.1304,197.16384,481.5,479.8,0,150100,22.9192187,0,0,122
11/16/2011,48.06,123.8,126.76032,197.1072,475.7,473.9,0,157100,22.9192187,0,0,122
11/17/2011,47.8,123.61,117.8112,197.1072,476,474.5,0,129500,22.9192187,0,0,122
11/18/2011,47.54,123.42,117.41472,196.71072,466.7,464.5,0,103200,22.92275017,0,0,122
11/19/2011,47.27,123.22,111.75072,195.52128,461.7,459.1,0,139300,22.92628164,0,0,122
11/20/2011,47,123.02,111.75072,195.52128,463.6,462.1,0,129200,22.92628164,0,0,122
11/21/2011,46.68,122.78,94.70208,194.4168,453.5,451,0,125100,22.92628164,0,0,122
11/22/2011,46.39,122.57,107.70096,194.04864,435,433.3,0,148200,22.92628164,0,0,122
11/23/2011,46.17,122.4,124.15488,193.0008,432.2,429.8,0,128100,22.9298131,0,0,122
11/24/2011,45.9,122.2,110.64624,192.60432,429.1,426.5,0,133900,22.93334457,0,0,122
11/25/2011,45.66,122.02,110.90112,184.10832,424.9,415.4,0,135800,22.95806484,0,0,122
11/26/2011,45.41,121.83,106.96464,183.14544,423.5,423,77380,30830,22.9615963,1.479852766,0.725,123
11/27/2011,45.24,121.7,132.5376,182.77728,421.7,422.6,221800,62970,22.96512777,4.323507171,1.61,125
11/28/2011,45.16,121.64,162.5568,182.77728,417.4,417.8,72230,36380,22.96512777,1.367881241,0.673,124
11/29/2011,45.32,121.76,231.17616,182.77728,621.2,631.1,892600,37670,22.96512777,17.29251549,0.748,130
11/30/2011,45.19,121.66,196.88064,182.77728,522.1,521.7,20640,55960,22.96512777,0.418537542,0.942,127
12/1/2011,45.32,121.76,187.87488,182.77728,481.9,480.6,0,112300,22.96512777,0.047504947,0.172,125
12/2/2011,45.2,121.67,149.69952,182.77728,457.5,456.2,0,119300,22.96512777,0,0.183,124
12/3/2011,45.07,121.57,145.39488,182.77728,441.7,440.3,0,117600,22.96512777,0,0.181,124
12/4/2011,44.94,121.47,145.11168,182.49408,427.7,426.1,0,139500,22.96512777,0,0.215,123
12/5/2011,44.83,121.32,144.54528,182.18256,419.1,418.4,5160,61330,22.96512777,0.068705946,0.305,123
12/6/2011,44.66,121.26,139.95744,181.61616,377.9,375.3,0,136000,22.96865924,0,0.0815,123
12/7/2011,44.51,121.14,135.6528,181.61616,330.3,328.8,0,126900,22.96865924,0,0,123
12/8/2011,44.32,121,126.78864,181.33296,353.6,352.4,0,107900,22.96865924,0,0,123
12/9/2011,44.17,120.88,135.53952,180.48336,377.2,374.8,0,119500,22.96865924,0,0,123
12/10/2011,44,120.75,131.31984,180.45504,378.2,376.8,0,125600,22.96865924,0,0,123
12/11/2011,43.86,120.64,136.84224,177.62304,371.6,367.2,0,128500,22.97925364,0,0,123
12/12/2011,43.72,120.53,136.84224,177.59472,368.5,367.1,0,119700,22.97925364,0,0,123
12/13/2011,43.55,120.4,127.60992,176.74512,364.5,362.2,0,111300,22.9827851,0,0,123
12/14/2011,43.43,120.3,139.87248,176.4336,360.6,359.4,0,106400,22.9827851,0,0,123
12/15/2011,43.31,120.21,144.06384,176.4336,361.4,359.9,0,127400,22.9827851,0,0,123
12/16/2011,43.18,120.11,139.87248,176.4336,368.7,367.3,0,123400,22.9827851,0,0,123
12/17/2011,43.04,120,135.42624,176.20704,365.9,364.4,0,126700,22.9827851,0,0,123
12/18/2011,42.88,119.87,127.38336,175.4424,345.4,343,0,119500,22.98631657,0,0,123
12/19/2011,42.72,119.74,127.35504,175.38576,302.8,301.4,0,118300,22.98631657,0,0,123
12/20/2011,42.55,119.61,126.93024,175.38576,267.1,265.7,0,125100,22.98631657,0,0,123
12/21/2011,42.35,119.45,114.35616,175.13088,264.1,262.4,0,139900,22.98631657,0,0,123
12/22/2011,46.39,122.57,107.70096,194.04864,250.7,268.3,0,118100,22.92628164,0,0,123
12/23/2011,41.95,119.13,113.59152,174.36624,252.4,230.7,0,146900,22.98984804,0,0,123
12/24/2011,41.85,119.05,140.7504,168.70224,237.7,230,0,151000,23.00750537,0,0,123
12/25/2011,41.69,118.92,120.27504,168.0792,227.9,226.6,0,106400,23.00750537,0,0,123
12/26/2011,41.52,118.78,116.42352,167.82432,220.2,217.8,0,116000,23.01103684,0,0,123
12/27/2011,41.36,118.65,114.72432,162.16032,218.4,211.9,0,129800,23.0251627,0,0,123
12/28/2011,41.22,118.53,118.71744,162.132,214.3,212.9,0,115600,23.0251627,0,0,123
12/29/2011,41.07,118.41,118.0944,161.50896,209.9,207.6,0,112100,23.02869417,0,0,123
12/30/2011,40.9,118.27,109.82496,161.25408,278.9,277.4,0,129000,23.02869417,0,0,123
12/31/2011,40.77,118.17,82.60944,117.98112,279,234.5,10350,50730,23.1628899,0.156356307,0.213,123
1/1/2012,40.97,118.33,139.44768,70.46016,269.8,221.3,0,123400,23.30768004,0,0,123
1/2/2012,,,,,144.5,188.8,0,149700,23.16642137,0,0,123
1/3/2012,,,,,140.8,95.25,0,134200,23.3006171,0,0,123
1/4/2012,,,,,136,131.6,0,127100,23.30768004,0,0,123
1/5/2012,,,,,132.8,67.09,0,151800,23.50544217,0,0,123
1/6/2012,,,,,130.1,128.4,0,150600,23.50544217,0,0,123
1/7/2012,,,,,127.6,126,0,138000,23.50544217,0,0,123
1/8/2012,,,,,125.2,123.8,0,119100,23.50544217,0,0,123
1/9/2012,,,,,121.4,119.9,0,129400,23.50544217,0,0,123
1/10/2012,,,,,118.7,117.1,0,139500,23.50544217,0,0,123
1/11/2012,,,,,113.9,112.1,0,157000,23.50544217,0,0,123
1/12/2012,,,,,108.5,106.7,0,152300,23.50544217,0,0,123
1/13/2012,,,,,106.2,104.5,0,145500,23.50544217,0,0,123
1/14/2012,,,,,104.1,102.7,0,124100,23.50544217,0,0,123
1/15/2012,,,,,101.3,99.43,0,158200,23.50544217,0,0,123
1/16/2012,,,,,92.1,90.36,0,150600,23.50544217,0,0,123
1/17/2012,,,,,97.02,95.4,0,140300,23.50544217,0,0,123
1/18/2012,,,,,90.51,90.63,0,162400,23.49837924,0,0,123
1/19/2012,,,,,85.52,81.75,0,152600,23.50544217,0,0,123
1/20/2012,,,,,83.44,81.69,0,151400,23.50544217,0,0,123
1/21/2012,,,,,81.72,80.21,0,130200,23.50544217,0,0,123
1/22/2012,,,,,79.42,77.68,0,150400,23.50544217,0,0,123
1/23/2012,,,,,77.71,76.16,0,133700,23.50544217,0,0,123
1/24/2012,,,,,75.7,74.11,0,137900,23.50544217,0,0,123
1/25/2012,,,,,73.23,71.36,0,161200,23.50544217,0,0,123
1/26/2012,,,,,71.82,70.26,0,134600,23.50544217,0,0,123
1/27/2012,,,,,70,68.4,0,137800,23.50544217,0,0,123
1/28/2012,,,,,50.11,49.63,0,128100,23.5019107,0,0,123
1/29/2012,,,,,41.46,39.87,0,137800,23.5019107,0,0,123
1/30/2012,,,,,40.26,38.65,0,138400,23.5019107,0,0,123
1/31/2012,,,,,39.47,38.02,0,125300,23.5019107,0,0,123
2/1/2012,,,,,36.27,34.43,0,159400,23.5019107,0,0,123
2/2/2012,,,,,32.74,52.72,0,174400,23.43481284,0,0,123
2/3/2012,,,,,24.6,112,0,181400,23.15935844,0,0,123
2/4/2012,,,,,22.54,107,0,189400,22.8980299,0,0,123
2/5/2012,,,,,20.51,111,0,181100,22.61551257,0,0,123
2/6/2012,,,,,19.65,102,0,142900,22.3577155,0,0,123
2/7/2012,,,,,19.6,98,0,139400,22.1140443,0,0,123
2/8/2012,,,,,18.36,97,0,159000,21.86684164,0,0,123
2/9/2012,,,,,17.43,96,0,149700,21.62317044,0,0,123
2/10/2012,,,,,17.7,96,0,135500,21.37949923,0,0,123
2/11/2012,,,,,19.06,96,9676,65540,21.14289097,0.232041806,0.00721,123
2/12/2012,,,,,16.47,95,0,173800,20.8956883,0,0,123
2/13/2012,,,,,13.71,87,0,162100,20.66614297,0,0,123
2/14/2012,,,,,14.4,80,0,138700,20.4613179,0,0,123
2/15/2012,,,,,13.36,80,0,153800,20.25296137,0,0,123
2/16/2012,,,,,13.61,80,0,137400,20.04460483,0,0,123
2/17/2012,,,,,12.99,80,0,137600,19.8362483,0,0,123
2/18/2012,,,,,12.64,80,0,134400,19.62789177,0,0,123
2/19/2012,,,,,11.5,80,0,141700,19.4124723,0,0,123
2/20/2012,,,,,12,80,0,127800,19.2005843,0,0,123
2/21/2012,,,,,11.81,80,0,123400,18.9886963,0,0,123
2/22/2012,,,,,7.577,80,0,170100,18.76268243,0,0,123
2/23/2012,,,,,8.413,78,0,144300,18.5437315,0,0,123
2/24/2012,,,,,8.846,78,0,138700,18.32831203,0,0,123
2/25/2012,,,,,9.32,78,0,129200,18.11289256,0,0,123
2/26/2012,,,,,8.113,78,0,144900,17.89394163,0,0,123
2/27/2012,,,,,7.255,94,0,142900,17.62555016,0,0.0252,123
2/28/2012,,,,,7.965,92,0,121800,17.36422163,0,0.185,123
2/29/2012,,,,,6.105,92,0,165500,17.09583016,0,0.154,123
3/1/2012,,,,,6.752,92,0,133600,16.83097016,0,0.191,122
3/2/2012,,,,,6.624,92,0,135300,16.56611016,0,0.212,122
3/3/2012,,,,,8.213,6,0,107000,16.56964163,0,0.172,122
3/4/2012,,,,,17.5,6,0,135400,16.60142483,0,0.234,122
3/5/2012,,,,,69.32,6,0,131100,16.78859256,0,0.249,122
3/6/2012,,,,,76.55,6,0,119400,17.00048056,0,0.228,121
3/7/2012,,,,,94.17,6,0,133700,17.26534056,0,0.34,121
3/8/2012,,,,,131.3,6,0,125100,17.6432075,0,0.335,121
3/9/2012,,,,,3.695,0,0,156000,17.64673896,0,0.292,120
3/10/2012,,,,,4.269,0,0,123200,17.65733336,0,0.683,120
3/11/2012,,,,,4.09,0,0,129300,17.6643963,0,0.355,119
3/12/2012,,,,,3.393,0,0,162100,17.66792776,0,0.404,119
3/13/2012,,,,,3.758,0,0,140200,17.6749907,0,0.537,118
3/14/2012,,,,,4.935,0,77460,77850,17.68911656,1.851427724,1.15,119
3/15/2012,,,,,3.172,0,0,165600,17.6961795,0,0.649,118
3/16/2012,,,,,256.2,15,0,159000,18.42366163,0,0.768,118
3/17/2012,,,,,231.1,9,4232,62500,19.10170323,0.062380681,0.335,117
3/18/2012,,,,,198.9,9,0,183300,19.67380083,0,0.749,117
3/19/2012,,,,,188.5,10,0,147000,20.21411523,0,1.01,116
3/20/2012,,,,,176,33,0,176200,20.64495417,0,0.659,115
3/21/2012,,,,,106.6,129,0,137100,20.57079337,0,0.885,114
3/22/2012,,,,,47.82,142,0,158600,20.27768163,0,0.996,113
3/23/2012,,,,,47.62,146,0,162800,19.97044403,0,1.02,112
3/24/2012,,,,,47.99,146,0,137700,19.6667379,0,1.02,111
3/25/2012,,,,,47.68,146,0,147700,19.36303176,0,1.07,110
3/26/2012,,,,,49.5,145,0,151300,19.06638856,0,1.35,109
3/27/2012,,,,,49.14,125,0,162800,18.8297803,0,1.17,108
3/28/2012,,,,,48.94,125,0,167600,18.58964056,0,1.48,106
3/29/2012,,,,,51.18,146,4266,44120,18.3000603,0.052783653,0.431,106
3/30/2012,,,,,49.37,146,0,136400,17.99988563,0,1.56,104
3/31/2012,,,,,46.77,146,49730,57050,17.6961795,1.228520067,1.42,104
4/1/2012,,,,,43.7,146,0,155900,17.37834749,0,1.99,102
4/2/2012,,,,,115.5,146,44170,66740,17.28652936,1.061591208,2.12,101
4/3/2012,,,,,177.9,146,0,135700,17.37834749,0,2.11,98.8
4/4/2012,,,,,178,146,0,128200,17.47016563,0.01860822,2.14,96.7
4/5/2012,,,,,141.9,139,0,176600,17.4736971,0,2.6,94.1
4/6/2012,,,,,121.1,140,0,121300,17.41366216,0,2.75,91.3
4/7/2012,,,,,162.9,141,0,122900,17.4736971,0,1.81,89.5
4/8/2012,,,,,225.6,142,0,184800,17.72443123,0,3.15,86.4
4/9/2012,,,,,143.3,145,0,148400,17.71383683,0,2.98,83.4
4/10/2012,,,,,107.6,148,0,133100,17.58317256,0,3,80.4
4/11/2012,,,,,91.91,149,0,162100,17.40306776,0,3.38,77
4/12/2012,,,,,85.14,149,0,146900,17.20530563,0,3.2,73.8
4/13/2012,,,,,75.28,150,0,136800,16.97222883,0,3.27,70.6
4/14/2012,,,,,53.55,150,0,119000,16.67205416,0,2.72,67.8
4/15/2012,,,,,57.46,172,0,163500,16.31890749,0,3.76,64.1
4/16/2012,,,,,59.13,179,0,128500,15.94810349,0.01860822,3.26,60.8
4/17/2012,,,,,64.18,179,126400,41680,15.60201976,3.418020601,1.5,62.7
4/18/2012,,,,,62.58,179,0,144900,15.24181016,0,3.91,58.8
4/19/2012,,,,,65.34,179,153400,37780,14.89925789,4.342687211,1.25,61.8
4/20/2012,,,,,2.902,179,0,129500,14.35541202,0,3.45,58.4
4/21/2012,,,,,5.306,179,162300,37840,13.82922349,4.783017725,1.2,62
4/22/2012,,,,,4.631,179,3269,54770,13.29597202,0.095970277,1.76,60.3
4/23/2012,,,,,4.512,168,15780,50360,12.79450375,0.462725855,1.48,59.3
4/24/2012,,,,,4.1,151,57920,69080,12.34600749,1.947762432,2.87,58.3
4/25/2012,,,,,5.186,151,106300,30060,11.90457415,3.624367575,1.04,60.9
4/26/2012,,,,,5.03,150,177100,42950,11.46667229,6.246509115,1.27,65.8
4/27/2012,,,,,51.06,150,132600,43470,11.17002908,4.785698508,1.83,68.7
4/28/2012,,,,,53.61,150,264300,33820,10.88398028,9.844590313,1.04,77.3
4/29/2012,,,,,53.17,150,2635,54140,10.58733708,0.142417522,2.22,75.2
4/30/2012,,,,,50.67,150,0,100700,10.28009948,0.013956166,4.32,70.9
5/1/2012,,,,,52.5,149,5006,29540,9.983456283,0.213626288,0.759,70.3
5/2/2012,,,,,50.48,149,0,72390,9.679750149,0.016282193,3.32,67
5/3/2012,,,,,51.59,167,7114,26860,9.326603482,0.33065957,0.841,66.4
5/4/2012,,,,,48.6,228,55040,19970,8.782757614,2.36682643,1.04,67.8
5/5/2012,,,,,43.55,242,0,68270,8.175345347,0,3.66,64.1
5/6/2012,,,,,45.43,242,0,62610,7.571464546,0,3.47,60.6
5/7/2012,,,,,45.27,275,0,58500,6.868702678,0,3.61,57
5/8/2012,,,,,192,337,0,56040,6.423737877,0,3.4,53.6
5/9/2012,,,,,71.03,635,45910,16540,4.703913608,2.810767391,1.23,55.2
5/10/2012,,,,,46.13,460,0,37000,3.440354832,0,3.13,52.1
5/11/2012,,,,,4.966,351,6542,5524,2.384446297,0.736154765,0.52,52.2
5/12/2012,,,,,436.5,216,313800,5933,3.068138245,46.74658744,1.35,83.8
5/13/2012,,,,,252.8,87,9274,11980,3.573844272,1.145141222,1.93,82.9
5/14/2012,,,,,179.6,102,0,32750,3.81045254,0,3.72,79.2
5/15/2012,,,,,148.1,111,11270,17130,3.923459473,1.114748632,2.02,78.3
5/16/2012,,,,,112.8,111,60990,24530,3.930522406,5.791827145,3.19,80.9
5/17/2012,,,,,82.83,111,12640,15990,3.84223574,1.232156955,1.73,80.3
5/18/2012,,,,,63.16,76,0,37630,3.803389606,0,4.25,76.1
5/19/2012,,,,,62.54,22,0,34570,3.923459473,0,3.99,72.1
5/20/2012,,,,,47.7,22,0,32020,4.00115174,0,3.58,68.5
5/21/2012,,,,,42.59,28,0,31290,4.047060807,0,3.65,64.9
5/22/2012,,,,,40.2,28,3244,11300,4.082375473,0.336460634,0.805,64.4
5/23/2012,,,,,32.19,29,0,40030,4.089438407,0,4.22,60.1
5/24/2012,,,,,27.5,29,0,35020,4.08590694,0,3.64,56.5
5/25/2012,,,,,6.87,29,0,34880,4.015277607,0.013956166,3.48,53
5/26/2012,,,,,5.877,29,0,31840,3.944648273,0,3.6,49.4
5/27/2012,,,,,4.51,29,0,36560,3.866956006,0,3.97,45.4
5/28/2012,,,,,2.86,111,0,46950,3.538529606,0,4.96,40.5
5/29/2012,,,,,3.257,123,0,33170,3.170550778,0,3.75,36.7
5/30/2012,,,,,4.949,131,8683,9123,2.785620911,0.99692264,0.905,36.8
5/31/2012,8.45,73.3,9.54384,116.14032,2.211,138,0,28970,2.370320431,0,3.81,33
6/1/2012,7.94,72.75,11.38464,72.924,3.243,157,0,14320,1.900635363,0,1.99,31
6/2/2012,7.75,72.22,11.29968,69.32736,27.7,152,30680,3223,1.522415282,5.623896043,0.634,36
6/3/2012,7.75,72.22,7.67472,5.77728,47.02,148,4487,69.08,1.214471389,0.99692264,0.0218,36.9
6/4/2012,7.76,72.23,8.80752,5.77728,47.1,128,32220,605.2,0.9686813082,8.800725877,0.158,45.5
6/5/2012,7.75,72.22,6.57024,5.77728,156,90,92610,2895,1.173506375,30.95720402,1.34,70.8
6/6/2012,7.75,72.22,7.67472,5.77728,774.9,76,171400,1900,3.311809445,48.25805132,0.745,98.7
6/7/2012,7.76,72.23,8.80752,5.77728,1133,76,364900,12650,6.550870677,40.39619851,1.87,116
6/8/2012,7.76,72.23,8.80752,5.77728,687.2,76,185200,15260,8.419016547,11.10120308,1.32,122
6/9/2012,7.77,72.26,8.38272,5.77728,452,81,140100,35990,9.556148816,6.657221089,2.24,124
6/10/2012,7.77,72.26,7.67472,5.77728,329.4,140,114800,20780,10.13530935,4.93906196,1.41,125
6/11/2012,7.77,72.27,8.80752,5.77728,232.3,140,71680,9670,10.42135815,2.867194608,0.639,126
6/12/2012,7.77,72.28,8.80752,5.77728,390.9,135,415500,28690,11.21593815,16.35290436,1.83,130
6/13/2012,7.78,72.3,9.94032,5.77728,325.1,148,270700,41260,11.76331549,9.968916416,2.2,130
6/14/2012,,,,,543.8,148,565200,40140,12.98873442,20.01067364,1.84,132
6/15/2012,7.79,72.32,8.80752,5.77728,369.2,148,185400,48440,13.67030749,6.023857226,2.3,130
6/16/2012,7.78,72.3,7.5048,7.84464,492.3,148,553100,3504,14.74034189,17.05817803,0.168,133
6/17/2012,7.78,72.31,8.69424,5.77728,734.3,148,799700,32670,16.55551576,23.05392524,1.37,135
6/18/2012,,,,,2195,147,2575000,5923,22.89449844,66.96087371,0.248,138
6/19/2012,,,,,2353,2324,2526000,16810,23.07107177,49.07883547,0.452,139
6/20/2012,,,,,2364,2389,2171000,19140,23.07107177,41.88333098,0.582,140
6/21/2012,,,,,1480,1484,419700,55940,23.07107177,8.149530669,1.38,136
6/22/2012,,,,,1133,1139,533700,22240,23.07107177,10.31931343,0.583,135
6/23/2012,,,,,835.2,836.9,212400,62460,23.07107177,4.094134251,1.45,131
6/24/2012,,,,,663.6,664.4,202100,47320,23.07460324,3.857887516,1.3,129
6/25/2012,,,,,528.4,530,181400,37590,23.07460324,3.46991918,0.932,128
6/26/2012,8.33,73.85,48.93696,6.14544,450.5,450.8,108800,88080,23.07460324,2.063457827,2.78,125
6/27/2012,8.45,74.2,49.78656,6.14544,437.3,442.5,461200,13470,23.07460324,8.932709138,0.395,129
6/28/2012,8.58,74.55,50.4096,6.17376,1569,1599,2674000,5960,23.07460324,51.57831343,0.138,135
6/29/2012,8.75,75,62.53056,6.17376,2337,2371,2974000,5375,23.07460324,57.42513617,0.137,139
6/30/2012,8.92,75.45,64.428,6.2304,1494,1501,694400,85700,23.07460324,13.41450143,2.3,135
7/1/2012,8.94,75.5,37.07088,28.85808,1049,1053,310900,23510,23.07460324,5.971574667,0.552,133
